0.5	2
0.6666666666666666	3
0.75	4
0.8	5
0.8333333333333334	6
0.8571428571428571	7
0.875	8
0.8888888888888888	9
0.9	10
0.9090909090909091	11
0.9166666666666666	12
0.9230769230769231	13
0.9285714285714286	14
0.9333333333333333	15
0.9375	16
0.9411764705882353	17
0.9444444444444444	18
0.9473684210526315	19
0.95	20
0.9523809523809523	21
0.9545454545454546	22
0.9565217391304348	23
0.9583333333333334	24
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.0	3
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.25	4
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.4	5
1.5714285714285714	7
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
1.625	8
